date,week_start,user_login,email,team,role,editor_primary,language_primary,suggestions,acceptances,acceptance_rate_pct,ide_chat_interactions,dotcom_chat_interactions,last_activity_at,last_activity_bucket,repository,model,pr_summaries_created
2025-09-02,2025-09-01,dev18,dev18@example.com,growth,Tech Lead,vscode,javascript,232,137,59.05,0,2,2025-10-09,0-7,payments/api,default,1
2025-09-02,2025-09-01,dev19,dev19@example.com,core-platform,Senior SDE,neovim,typescript,178,125,70.22,0,2,2025-10-13,0-7,mobile/app,default,1
2025-09-02,2025-09-01,dev20,dev20@example.com,core-platform,Tech Lead,neovim,typescript,251,182,72.51,0,2,2025-09-20,0-7,mobile/app,default,0
2025-09-03,2025-09-01,dev01,dev01@example.com,core-platform,SDE1,jetbrains,java,71,27,38.03,0,1,2025-10-10,0-7,payments/api,default,0
2025-09-03,2025-09-01,dev02,dev02@example.com,core-platform,Senior SDE,vscode,python,133,94,70.68,0,1,2025-09-24,0-7,payments/api,default,1
2025-09-03,2025-09-01,dev03,dev03@example.com,growth,SDE2,vscode,python,67,43,64.18,0,1,2025-09-22,0-7,payments/api,default,0
2025-09-03,2025-09-01,dev04,dev04@example.com,core-platform,Senior SDE,vscode,python,144,80,55.56,0,2,2025-10-11,0-7,mobile/app,default,0
2025-09-03,2025-09-01,dev05,dev05@example.com,mobile,Tech Lead,vscode,javascript,140,65,46.43,0,1,2025-09-22,0-7,demo/repo2,default,0
2025-09-03,2025-09-01,dev06,dev06@example.com,growth,Tech Lead,vscode,javascript,83,33,39.76,0,1,2025-10-12,0-7,demo/repo2,default,0
2025-09-03,2025-09-01,dev07,dev07@example.com,mobile,SDE1,vscode,python,111,62,55.86,0,1,2025-09-19,0-7,demo/repo2,default,0
2025-09-03,2025-09-01,dev08,dev08@example.com,growth,Senior SDE,vscode,javascript,64,32,50.0,0,1,2025-10-08,0-7,payments/api,default,0
2025-09-03,2025-09-01,dev09,dev09@example.com,growth,SDE1,vscode,typescript,145,93,64.14,0,2,2025-10-01,0-7,payments/api,default,1
2025-09-03,2025-09-01,dev10,dev10@example.com,growth,SDE1,vscode,go,131,85,64.89,0,1,2025-09-16,0-7,payments/api,a-custom-model,0
2025-09-03,2025-09-01,dev11,dev11@example.com,growth,Senior SDE,jetbrains,java,100,62,62.0,0,1,2025-10-10,0-7,demo/repo2,default,0
2025-09-03,2025-09-01,dev12,dev12@example.com,core-platform,Tech Lead,vscode,python,116,80,68.97,0,1,2025-09-17,0-7,demo/repo2,default,0
2025-09-03,2025-09-01,dev13,dev13@example.com,mobile,Senior SDE,vscode,typescript,82,39,47.56,0,1,2025-09-16,0-7,payments/api,default,0
2025-09-03,2025-09-01,dev14,dev14@example.com,core-platform,Tech Lead,neovim,java,91,55,60.44,0,1,2025-10-12,0-7,mobile/app,a-custom-model,0
2025-09-03,2025-09-01,dev15,dev15@example.com,core-platform,Senior SDE,jetbrains,typescript,105,57,54.29,0,1,2025-09-13,0-7,demo/repo1,default,0
2025-09-03,2025-09-01,dev16,dev16@example.com,mobile,SDE1,vscode,python,119,72,60.5,0,1,2025-10-07,0-7,demo/repo2,default,0
2025-09-03,2025-09-01,dev17,dev17@example.com,mobile,Tech Lead,vscode,javascript,85,58,68.24,0,1,2025-09-13,0-7,demo/repo1,default,1
2025-09-03,2025-09-01,dev18,dev18@example.com,growth,Tech Lead,vscode,javascript,110,61,55.45,0,1,2025-10-09,0-7,payments/api,default,0
2025-09-03,2025-09-01,dev19,dev19@example.com,core-platform,Senior SDE,neovim,typescript,84,54,64.29,0,1,2025-10-13,0-7,mobile/app,default,0
2025-09-03,2025-09-01,dev20,dev20@example.com,core-platform,Tech Lead,neovim,typescript,119,81,68.07,0,1,2025-09-20,0-7,demo/repo2,default,1
2025-09-04,2025-09-01,dev01,dev01@example.com,core-platform,SDE1,jetbrains,java,122,59,48.36,0,2,2025-10-10,0-7,mobile/app,default,1
2025-09-04,2025-09-01,dev02,dev02@example.com,core-platform,Senior SDE,vscode,python,230,176,76.52,0,3,2025-09-24,0-7,demo/repo1,default,0
2025-09-04,2025-09-01,dev03,dev03@example.com,growth,SDE2,vscode,python,117,86,73.5,0,2,2025-09-22,0-7,demo/repo2,default,0
2025-09-04,2025-09-01,dev04,dev04@example.com,core-platform,Senior SDE,vscode,python,250,150,60.0,0,2,2025-10-11,0-7,demo/repo1,a-custom-model,0
2025-09-04,2025-09-01,dev05,dev05@example.com,mobile,Tech Lead,vscode,javascript,243,125,51.44,0,2,2025-09-22,0-7,demo/repo2,default,1
2025-09-04,2025-09-01,dev06,dev06@example.com,growth,Tech Lead,vscode,javascript,144,70,48.61,0,1,2025-10-12,0-7,mobile/app,default,1
2025-09-04,2025-09-01,dev07,dev07@example.com,mobile,SDE1,vscode,python,193,120,62.18,0,2,2025-09-19,0-7,payments/api,default,0
2025-09-04,2025-09-01,dev08,dev08@example.com,growth,Senior SDE,vscode,javascript,110,66,60.0,0,1,2025-10-08,0-7,demo/repo1,default,0
2025-09-04,2025-09-01,dev09,dev09@example.com,growth,SDE1,vscode,typescript,251,174,69.32,0,2,2025-10-01,0-7,mobile/app,default,2
2025-09-04,2025-09-01,dev10,dev10@example.com,growth,SDE1,vscode,go,227,161,70.93,0,2,2025-09-16,0-7,mobile/app,default,1
2025-09-04,2025-09-01,dev11,dev11@example.com,growth,Senior SDE,jetbrains,java,174,119,68.39,0,2,2025-10-10,0-7,demo/repo2,default,1
2025-09-04,2025-09-01,dev12,dev12@example.com,core-platform,Tech Lead,vscode,python,201,151,75.12,0,2,2025-09-17,0-7,demo/repo1,a-custom-model,1
2025-09-04,2025-09-01,dev13,dev13@example.com,mobile,Senior SDE,vscode,typescript,141,78,55.32,0,1,2025-09-16,0-7,payments/api,default,0
2025-09-04,2025-09-01,dev14,dev14@example.com,core-platform,Tech Lead,neovim,java,157,107,68.15,0,2,2025-10-12,0-7,demo/repo1,default,1
2025-09-04,2025-09-01,dev15,dev15@example.com,core-platform,Senior SDE,jetbrains,typescript,182,110,60.44,0,2,2025-09-13,0-7,payments/api,default,1
2025-09-04,2025-09-01,dev16,dev16@example.com,mobile,SDE1,vscode,python,206,137,66.5,0,2,2025-10-07,0-7,demo/repo1,default,0
2025-09-04,2025-09-01,dev17,dev17@example.com,mobile,Tech Lead,vscode,javascript,146,111,76.03,0,1,2025-09-13,0-7,mobile/app,default,1
2025-09-04,2025-09-01,dev18,dev18@example.com,growth,Tech Lead,vscode,javascript,189,116,61.38,0,2,2025-10-09,0-7,mobile/app,default,1
2025-09-04,2025-09-01,dev19,dev19@example.com,core-platform,Senior SDE,neovim,typescript,145,106,73.1,0,1,2025-10-13,0-7,demo/repo2,default,1
2025-09-04,2025-09-01,dev20,dev20@example.com,core-platform,Tech Lead,neovim,typescript,205,153,74.63,0,2,2025-09-20,0-7,demo/repo1,default,1
2025-09-05,2025-09-01,dev01,dev01@example.com,core-platform,SDE1,jetbrains,java,142,58,40.85,0,2,2025-10-10,0-7,payments/api,default,0
2025-09-05,2025-09-01,dev02,dev02@example.com,core-platform,Senior SDE,vscode,python,267,194,72.66,0,3,2025-09-24,0-7,demo/repo1,default,2
2025-09-05,2025-09-01,dev03,dev03@example.com,growth,SDE2,vscode,python,136,90,66.18,0,1,2025-09-22,0-7,demo/repo2,a-custom-model,1
2025-09-05,2025-09-01,dev04,dev04@example.com,core-platform,Senior SDE,vscode,python,289,163,56.4,0,2,2025-10-11,0-7,demo/repo1,default,1
2025-09-05,2025-09-01,dev05,dev05@example.com,mobile,Tech Lead,vscode,javascript,281,134,47.69,0,2,2025-09-22,0-7,demo/repo2,default,0
2025-09-05,2025-09-01,dev06,dev06@example.com,growth,Tech Lead,vscode,javascript,167,70,41.92,0,1,2025-10-12,0-7,demo/repo1,default,0
2025-09-05,2025-09-01,dev07,dev07@example.com,mobile,SDE1,vscode,python,223,128,57.4,0,2,2025-09-19,0-7,payments/api,default,1
2025-09-05,2025-09-01,dev08,dev08@example.com,growth,Senior SDE,vscode,javascript,127,66,51.97,0,1,2025-10-08,0-7,mobile/app,a-custom-model,1
2025-09-05,2025-09-01,dev09,dev09@example.com,growth,SDE1,vscode,typescript,291,191,65.64,0,2,2025-10-01,0-7,mobile/app,default,2
2025-09-05,2025-09-01,dev10,dev10@example.com,growth,SDE1,vscode,go,262,175,66.79,0,2,2025-09-16,0-7,demo/repo2,default,0
2025-09-05,2025-09-01,dev11,dev11@example.com,growth,Senior SDE,jetbrains,java,201,127,63.18,0,2,2025-10-10,0-7,payments/api,default,1
2025-09-05,2025-09-01,dev12,dev12@example.com,core-platform,Tech Lead,vscode,python,233,165,70.82,0,2,2025-09-17,0-7,demo/repo1,default,1
2025-09-05,2025-09-01,dev13,dev13@example.com,mobile,Senior SDE,vscode,typescript,163,80,49.08,0,1,2025-09-16,0-7,demo/repo1,a-custom-model,1
2025-09-05,2025-09-01,dev14,dev14@example.com,core-platform,Tech Lead,neovim,java,182,114,62.64,0,2,2025-10-12,0-7,demo/repo1,default,1
2025-09-05,2025-09-01,dev15,dev15@example.com,core-platform,Senior SDE,jetbrains,typescript,210,116,55.24,0,2,2025-09-13,0-7,demo/repo2,a-custom-model,1
2025-09-05,2025-09-01,dev16,dev16@example.com,mobile,SDE1,vscode,python,239,148,61.92,0,2,2025-10-07,0-7,demo/repo2,a-custom-model,0
2025-09-05,2025-09-01,dev17,dev17@example.com,mobile,Tech Lead,vscode,javascript,169,118,69.82,0,1,2025-09-13,0-7,demo/repo1,default,0
2025-09-05,2025-09-01,dev18,dev18@example.com,growth,Tech Lead,vscode,javascript,219,124,56.62,0,2,2025-10-09,0-7,mobile/app,a-custom-model,1
2025-09-05,2025-09-01,dev19,dev19@example.com,core-platform,Senior SDE,neovim,typescript,168,112,66.67,0,1,2025-10-13,0-7,demo/repo1,default,0
2025-09-05,2025-09-01,dev20,dev20@example.com,core-platform,Tech Lead,neovim,typescript,237,166,70.04,0,2,2025-09-20,0-7,demo/repo1,default,2
2025-09-06,2025-09-01,dev01,dev01@example.com,core-platform,SDE1,jetbrains,java,128,51,39.84,0,0,2025-10-10,0-7,demo/repo1,default,0
2025-09-06,2025-09-01,dev02,dev02@example.com,core-platform,Senior SDE,vscode,python,242,175,72.31,0,2,2025-09-24,0-7,demo/repo1,default,1
2025-09-06,2025-09-01,dev03,dev03@example.com,growth,SDE2,vscode,python,122,80,65.57,0,1,2025-09-22,0-7,demo/repo2,default,1
2025-09-06,2025-09-01,dev04,dev04@example.com,core-platform,Senior SDE,vscode,python,262,147,56.11,0,2,2025-10-11,0-7,payments/api,default,1
2025-09-06,2025-09-01,dev05,dev05@example.com,mobile,Tech Lead,vscode,javascript,255,121,47.45,0,2,2025-09-22,0-7,mobile/app,default,0
2025-09-06,2025-09-01,dev06,dev06@example.com,growth,Tech Lead,vscode,javascript,152,63,41.45,0,1,2025-10-12,0-7,mobile/app,default,0
2025-09-06,2025-09-01,dev07,dev07@example.com,mobile,SDE1,vscode,python,202,115,56.93,0,2,2025-09-19,0-7,payments/api,default,1
2025-09-06,2025-09-01,dev08,dev08@example.com,growth,Senior SDE,vscode,javascript,115,59,51.3,0,1,2025-10-08,0-7,payments/api,default,1
2025-09-06,2025-09-01,dev09,dev09@example.com,growth,SDE1,vscode,typescript,264,173,65.53,0,2,2025-10-01,0-7,payments/api,default,2
2025-09-06,2025-09-01,dev10,dev10@example.com,growth,SDE1,vscode,go,238,158,66.39,0,2,2025-09-16,0-7,payments/api,a-custom-model,0
2025-09-06,2025-09-01,dev11,dev11@example.com,growth,Senior SDE,jetbrains,java,182,115,63.19,0,1,2025-10-10,0-7,demo/repo1,default,1
2025-09-06,2025-09-01,dev12,dev12@example.com,core-platform,Tech Lead,vscode,python,211,149,70.62,0,2,2025-09-17,0-7,mobile/app,default,1
2025-09-06,2025-09-01,dev13,dev13@example.com,mobile,Senior SDE,vscode,typescript,148,72,48.65,0,1,2025-09-16,0-7,payments/api,default,0
2025-09-06,2025-09-01,dev14,dev14@example.com,core-platform,Tech Lead,neovim,java,165,103,62.42,0,1,2025-10-12,0-7,demo/repo1,default,0
2025-09-06,2025-09-01,dev15,dev15@example.com,core-platform,Senior SDE,jetbrains,typescript,191,105,54.97,0,1,2025-09-13,0-7,demo/repo1,a-custom-model,0
2025-09-06,2025-09-01,dev16,dev16@example.com,mobile,SDE1,vscode,python,217,134,61.75,0,2,2025-10-07,0-7,demo/repo1,default,0
2025-09-06,2025-09-01,dev17,dev17@example.com,mobile,Tech Lead,vscode,javascript,154,107,69.48,0,1,2025-09-13,0-7,mobile/app,default,1
2025-09-06,2025-09-01,dev18,dev18@example.com,growth,Tech Lead,vscode,javascript,199,112,56.28,0,2,2025-10-09,0-7,demo/repo1,a-custom-model,1
2025-09-06,2025-09-01,dev19,dev19@example.com,core-platform,Senior SDE,neovim,typescript,153,101,66.01,0,1,2025-10-13,0-7,demo/repo2,default,1
2025-09-06,2025-09-01,dev20,dev20@example.com,core-platform,Tech Lead,neovim,typescript,215,150,69.77,0,2,2025-09-20,0-7,demo/repo2,default,1
2025-09-07,2025-09-01,dev01,dev01@example.com,core-platform,SDE1,jetbrains,java,123,49,39.84,0,1,2025-10-10,0-7,payments/api,default,0
2025-09-07,2025-09-01,dev02,dev02@example.com,core-platform,Senior SDE,vscode,python,234,169,72.22,0,2,2025-09-24,0-7,mobile/app,default,1
2025-09-07,2025-09-01,dev03,dev03@example.com,growth,SDE2,vscode,python,118,77,65.25,0,2,2025-09-22,0-7,demo/repo1,default,0
2025-09-07,2025-09-01,dev04,dev04@example.com,core-platform,Senior SDE,vscode,python,254,142,55.91,0,4,2025-10-11,0-7,payments/api,default,1
2025-09-07,2025-09-01,dev05,dev05@example.com,mobile,Tech Lead,vscode,javascript,246,116,47.15,0,4,2025-09-22,0-7,mobile/app,a-custom-model,1
2025-09-07,2025-09-01,dev06,dev06@example.com,growth,Tech Lead,vscode,javascript,147,61,41.5,0,2,2025-10-12,0-7,demo/repo2,default,0
2025-09-07,2025-09-01,dev07,dev07@example.com,mobile,SDE1,vscode,python,196,112,57.14,0,3,2025-09-19,0-7,demo/repo1,a-custom-model,0
2025-09-07,2025-09-01,dev08,dev08@example.com,growth,Senior SDE,vscode,javascript,112,58,51.79,0,2,2025-10-08,0-7,demo/repo1,default,0
2025-09-07,2025-09-01,dev09,dev09@example.com,growth,SDE1,vscode,typescript,256,167,65.23,0,4,2025-10-01,0-7,mobile/app,default,2
2025-09-07,2025-09-01,dev10,dev10@example.com,growth,SDE1,vscode,go,230,153,66.52,0,3,2025-09-16,0-7,payments/api,default,1
2025-09-07,2025-09-01,dev11,dev11@example.com,growth,Senior SDE,jetbrains,java,176,111,63.07,0,3,2025-10-10,0-7,demo/repo2,default,1
2025-09-07,2025-09-01,dev12,dev12@example.com,core-platform,Tech Lead,vscode,python,204,144,70.59,0,3,2025-09-17,0-7,payments/api,default,1
2025-09-07,2025-09-01,dev13,dev13@example.com,mobile,Senior SDE,vscode,typescript,143,69,48.25,0,2,2025-09-16,0-7,mobile/app,default,0
2025-09-07,2025-09-01,dev14,dev14@example.com,core-platform,Tech Lead,neovim,java,160,99,61.88,0,2,2025-10-12,0-7,payments/api,a-custom-model,0
2025-09-07,2025-09-01,dev15,dev15@example.com,core-platform,Senior SDE,jetbrains,typescript,185,102,55.14,0,3,2025-09-13,0-7,demo/repo1,default,0
2025-09-07,2025-09-01,dev16,dev16@example.com,mobile,SDE1,vscode,python,210,130,61.9,0,3,2025-10-07,0-7,demo/repo2,default,1
2025-09-07,2025-09-01,dev17,dev17@example.com,mobile,Tech Lead,vscode,javascript,149,103,69.13,0,2,2025-09-13,0-7,mobile/app,default,0
2025-09-07,2025-09-01,dev18,dev18@example.com,growth,Tech Lead,vscode,javascript,192,108,56.25,0,3,2025-10-09,0-7,demo/repo2,a-custom-model,0
2025-09-07,2025-09-01,dev19,dev19@example.com,core-platform,Senior SDE,neovim,typescript,148,98,66.22,0,2,2025-10-13,0-7,demo/repo2,default,0
2025-09-07,2025-09-01,dev20,dev20@example.com,core-platform,Tech Lead,neovim,typescript,208,145,69.71,0,3,2025-09-20,0-7,demo/repo1,default,1
2025-09-08,2025-09-08,dev01,dev01@example.com,core-platform,SDE1,jetbrains,java,155,63,40.65,0,4,2025-10-10,0-7,demo/repo2,default,0
2025-09-08,2025-09-08,dev02,dev02@example.com,core-platform,Senior SDE,vscode,python,291,212,72.85,0,6,2025-09-24,0-7,payments/api,default,2
2025-09-08,2025-09-08,dev03,dev03@example.com,growth,SDE2,vscode,python,147,97,65.99,0,4,2025-09-22,0-7,demo/repo2,default,0
2025-09-08,2025-09-08,dev04,dev04@example.com,core-platform,Senior SDE,vscode,python,316,178,56.33,0,5,2025-10-11,0-7,mobile/app,default,1
2025-09-08,2025-09-08,dev05,dev05@example.com,mobile,Tech Lead,vscode,javascript,307,146,47.56,0,5,2025-09-22,0-7,demo/repo2,default,1
2025-09-08,2025-09-08,dev06,dev06@example.com,growth,Tech Lead,vscode,javascript,183,77,42.08,0,3,2025-10-12,0-7,payments/api,default,0
2025-09-08,2025-09-08,dev07,dev07@example.com,mobile,SDE1,vscode,python,244,140,57.38,0,4,2025-09-19,0-7,demo/repo1,default,1
2025-09-08,2025-09-08,dev08,dev08@example.com,growth,Senior SDE,vscode,javascript,139,73,52.52,0,2,2025-10-08,0-7,mobile/app,default,0
2025-09-08,2025-09-08,dev09,dev09@example.com,growth,SDE1,vscode,typescript,318,209,65.72,0,5,2025-10-01,0-7,mobile/app,default,1
2025-09-08,2025-09-08,dev10,dev10@example.com,growth,SDE1,vscode,go,286,191,66.78,0,5,2025-09-16,0-7,mobile/app,default,1
2025-09-08,2025-09-08,dev11,dev11@example.com,growth,Senior SDE,jetbrains,java,219,139,63.47,0,4,2025-10-10,0-7,payments/api,a-custom-model,0
2025-09-08,2025-09-08,dev12,dev12@example.com,core-platform,Tech Lead,vscode,python,254,180,70.87,0,4,2025-09-17,0-7,demo/repo2,default,1
2025-09-08,2025-09-08,dev13,dev13@example.com,mobile,Senior SDE,vscode,typescript,178,88,49.44,0,3,2025-09-16,0-7,mobile/app,default,0
2025-09-08,2025-09-08,dev14,dev14@example.com,core-platform,Tech Lead,neovim,java,199,125,62.81,0,3,2025-10-12,0-7,mobile/app,default,0
2025-09-08,2025-09-08,dev15,dev15@example.com,core-platform,Senior SDE,jetbrains,typescript,230,128,55.65,0,4,2025-09-13,0-7,demo/repo1,a-custom-model,0
2025-09-08,2025-09-08,dev16,dev16@example.com,mobile,SDE1,vscode,python,261,162,62.07,0,4,2025-10-07,0-7,demo/repo1,default,1
2025-09-08,2025-09-08,dev17,dev17@example.com,mobile,Tech Lead,vscode,javascript,185,129,69.73,0,3,2025-09-13,0-7,demo/repo2,default,0
2025-09-08,2025-09-08,dev18,dev18@example.com,growth,Tech Lead,vscode,javascript,240,136,56.67,0,4,2025-10-09,0-7,demo/repo1,default,1
2025-09-08,2025-09-08,dev19,dev19@example.com,core-platform,Senior SDE,neovim,typescript,184,123,66.85,0,3,2025-10-13,0-7,payments/api,default,1
2025-09-08,2025-09-08,dev20,dev20@example.com,core-platform,Tech Lead,neovim,typescript,259,182,70.27,0,4,2025-09-20,0-7,demo/repo2,default,1
2025-09-09,2025-09-08,dev01,dev01@example.com,core-platform,SDE1,jetbrains,java,107,42,39.25,0,2,2025-10-10,0-7,mobile/app,default,0
2025-09-09,2025-09-08,dev02,dev02@example.com,core-platform,Senior SDE,vscode,python,204,147,72.06,0,2,2025-09-24,0-7,mobile/app,default,1
2025-09-09,2025-09-08,dev03,dev03@example.com,growth,SDE2,vscode,python,103,67,65.05,0,1,2025-09-22,0-7,payments/api,default,1
2025-09-09,2025-09-08,dev04,dev04@example.com,core-platform,Senior SDE,vscode,python,221,123,55.66,0,2,2025-10-11,0-7,demo/repo2,a-custom-model,1
2025-09-09,2025-09-08,dev05,dev05@example.com,mobile,Tech Lead,vscode,javascript,215,101,46.98,0,2,2025-09-22,0-7,demo/repo2,default,0
2025-09-09,2025-09-08,dev06,dev06@example.com,growth,Tech Lead,vscode,javascript,128,53,41.41,0,1,2025-10-12,0-7,payments/api,default,0
2025-09-09,2025-09-08,dev07,dev07@example.com,mobile,SDE1,vscode,python,171,97,56.73,0,2,2025-09-19,0-7,demo/repo2,default,0
2025-09-09,2025-09-08,dev08,dev08@example.com,growth,Senior SDE,vscode,javascript,97,49,50.52,0,1,2025-10-08,0-7,demo/repo2,default,0
2025-09-09,2025-09-08,dev09,dev09@example.com,growth,SDE1,vscode,typescript,223,145,65.02,0,2,2025-10-01,0-7,payments/api,default,1
2025-09-09,2025-09-08,dev10,dev10@example.com,growth,SDE1,vscode,go,201,133,66.17,0,2,2025-09-16,0-7,payments/api,default,0
2025-09-09,2025-09-08,dev11,dev11@example.com,growth,Senior SDE,jetbrains,java,154,96,62.34,0,2,2025-10-10,0-7,payments/api,default,0
2025-09-09,2025-09-08,dev12,dev12@example.com,core-platform,Tech Lead,vscode,python,178,125,70.22,0,2,2025-09-17,0-7,demo/repo1,default,0
2025-09-09,2025-09-08,dev13,dev13@example.com,mobile,Senior SDE,vscode,typescript,125,60,48.0,0,1,2025-09-16,0-7,demo/repo1,default,0
2025-09-09,2025-09-08,dev14,dev14@example.com,core-platform,Tech Lead,neovim,java,139,86,61.87,0,1,2025-10-12,0-7,mobile/app,default,1
2025-09-09,2025-09-08,dev15,dev15@example.com,core-platform,Senior SDE,jetbrains,typescript,161,88,54.66,0,2,2025-09-13,0-7,payments/api,a-custom-model,1
2025-09-09,2025-09-08,dev16,dev16@example.com,mobile,SDE1,vscode,python,183,112,61.2,0,2,2025-10-07,0-7,demo/repo1,default,0
2025-09-09,2025-09-08,dev17,dev17@example.com,mobile,Tech Lead,vscode,javascript,130,89,68.46,0,1,2025-09-13,0-7,payments/api,default,1
2025-09-09,2025-09-08,dev18,dev18@example.com,growth,Tech Lead,vscode,javascript,168,94,55.95,0,2,2025-10-09,0-7,demo/repo2,default,1
2025-09-09,2025-09-08,dev19,dev19@example.com,core-platform,Senior SDE,neovim,typescript,129,85,65.89,0,1,2025-10-13,0-7,mobile/app,default,1
2025-09-09,2025-09-08,dev20,dev20@example.com,core-platform,Tech Lead,neovim,typescript,182,126,69.23,0,2,2025-09-20,0-7,payments/api,default,1
2025-09-10,2025-09-08,dev01,dev01@example.com,core-platform,SDE1,jetbrains,java,165,68,41.21,0,2,2025-10-10,0-7,mobile/app,a-custom-model,0
2025-09-10,2025-09-08,dev02,dev02@example.com,core-platform,Senior SDE,vscode,python,314,229,72.93,0,3,2025-09-24,0-7,demo/repo2,default,2
2025-09-10,2025-09-08,dev03,dev03@example.com,growth,SDE2,vscode,python,159,106,66.67,0,2,2025-09-22,0-7,demo/repo2,default,1
2025-09-10,2025-09-08,dev04,dev04@example.com,core-platform,Senior SDE,vscode,python,340,192,56.47,0,4,2025-10-11,0-7,payments/api,default,0
2025-09-10,2025-09-08,dev05,dev05@example.com,mobile,Tech Lead,vscode,javascript,331,158,47.73,0,4,2025-09-22,0-7,mobile/app,default,0
2025-09-10,2025-09-08,dev06,dev06@example.com,growth,Tech Lead,vscode,javascript,197,84,42.64,0,2,2025-10-12,0-7,mobile/app,default,0
2025-09-10,2025-09-08,dev07,dev07@example.com,mobile,SDE1,vscode,python,263,152,57.79,0,3,2025-09-19,0-7,demo/repo1,default,0
2025-09-10,2025-09-08,dev08,dev08@example.com,growth,Senior SDE,vscode,javascript,150,79,52.67,0,2,2025-10-08,0-7,payments/api,default,1
2025-09-10,2025-09-08,dev09,dev09@example.com,growth,SDE1,vscode,typescript,343,226,65.89,0,4,2025-10-01,0-7,payments/api,default,2
2025-09-10,2025-09-08,dev10,dev10@example.com,growth,SDE1,vscode,go,309,207,66.99,0,3,2025-09-16,0-7,demo/repo2,a-custom-model,2
2025-09-10,2025-09-08,dev11,dev11@example.com,growth,Senior SDE,jetbrains,java,237,151,63.71,0,3,2025-10-10,0-7,demo/repo1,default,1
2025-09-10,2025-09-08,dev12,dev12@example.com,core-platform,Tech Lead,vscode,python,274,195,71.17,0,3,2025-09-17,0-7,payments/api,a-custom-model,0
2025-09-10,2025-09-08,dev13,dev13@example.com,mobile,Senior SDE,vscode,typescript,192,95,49.48,0,2,2025-09-16,0-7,payments/api,default,1
2025-09-10,2025-09-08,dev14,dev14@example.com,core-platform,Tech Lead,neovim,java,214,135,63.08,0,2,2025-10-12,0-7,demo/repo2,default,0
2025-09-10,2025-09-08,dev15,dev15@example.com,core-platform,Senior SDE,jetbrains,typescript,248,138,55.65,0,3,2025-09-13,0-7,demo/repo1,default,1
2025-09-10,2025-09-08,dev16,dev16@example.com,mobile,SDE1,vscode,python,281,175,62.28,0,3,2025-10-07,0-7,payments/api,default,1
2025-09-10,2025-09-08,dev17,dev17@example.com,mobile,Tech Lead,vscode,javascript,200,140,70.0,0,2,2025-09-13,0-7,payments/api,default,0
2025-09-10,2025-09-08,dev18,dev18@example.com,growth,Tech Lead,vscode,javascript,258,146,56.59,0,3,2025-10-09,0-7,payments/api,default,1
2025-09-10,2025-09-08,dev19,dev19@example.com,core-platform,Senior SDE,neovim,typescript,198,133,67.17,0,2,2025-10-13,0-7,payments/api,default,1
2025-09-10,2025-09-08,dev20,dev20@example.com,core-platform,Tech Lead,neovim,typescript,279,196,70.25,0,3,2025-09-20,0-7,mobile/app,default,1
2025-09-11,2025-09-08,dev01,dev01@example.com,core-platform,SDE1,jetbrains,java,138,56,40.58,0,3,2025-10-10,0-7,mobile/app,default,0
2025-09-11,2025-09-08,dev02,dev02@example.com,core-platform,Senior SDE,vscode,python,262,190,72.52,0,5,2025-09-24,0-7,payments/api,default,1
2025-09-11,2025-09-08,dev03,dev03@example.com,growth,SDE2,vscode,python,133,88,66.17,0,2,2025-09-22,0-7,payments/api,default,1
2025-09-11,2025-09-08,dev04,dev04@example.com,core-platform,Senior SDE,vscode,python,285,160,56.14,0,4,2025-10-11,0-7,payments/api,default,1
2025-09-11,2025-09-08,dev05,dev05@example.com,mobile,Tech Lead,vscode,javascript,276,131,47.46,0,4,2025-09-22,0-7,mobile/app,default,1
2025-09-11,2025-09-08,dev06,dev06@example.com,growth,Tech Lead,vscode,javascript,164,69,42.07,0,2,2025-10-12,0-7,demo/repo2,a-custom-model,0
2025-09-11,2025-09-08,dev07,dev07@example.com,mobile,SDE1,vscode,python,220,126,57.27,0,3,2025-09-19,0-7,demo/repo2,a-custom-model,1
2025-09-11,2025-09-08,dev08,dev08@example.com,growth,Senior SDE,vscode,javascript,125,65,52.0,0,2,2025-10-08,0-7,demo/repo1,default,0
2025-09-11,2025-09-08,dev09,dev09@example.com,growth,SDE1,vscode,typescript,287,188,65.51,0,4,2025-10-01,0-7,demo/repo1,default,2
2025-09-11,2025-09-08,dev10,dev10@example.com,growth,SDE1,vscode,go,258,172,66.67,0,4,2025-09-16,0-7,mobile/app,default,1
2025-09-11,2025-09-08,dev11,dev11@example.com,growth,Senior SDE,jetbrains,java,198,125,63.13,0,3,2025-10-10,0-7,mobile/app,default,1
2025-09-11,2025-09-08,dev12,dev12@example.com,core-platform,Tech Lead,vscode,python,229,162,70.74,0,3,2025-09-17,0-7,demo/repo1,default,1
2025-09-11,2025-09-08,dev13,dev13@example.com,mobile,Senior SDE,vscode,typescript,161,79,49.07,0,2,2025-09-16,0-7,mobile/app,a-custom-model,0
2025-09-11,2025-09-08,dev14,dev14@example.com,core-platform,Tech Lead,neovim,java,179,112,62.57,0,3,2025-10-12,0-7,payments/api,a-custom-model,1
2025-09-11,2025-09-08,dev15,dev15@example.com,core-platform,Senior SDE,jetbrains,typescript,207,115,55.56,0,3,2025-09-13,0-7,mobile/app,default,1
